conversation_id_str,created_at,favorite_count,full_text,label,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1.92025e+18,Wed May 07 23:08:28 +0000 2025,1,Random bgt tp selama w ngestan bts dri 2016 gue ada minat ke korea samsek malah pengennya ke jepang tp tikectijg konser bts jepang ribet bgt,bts,1.92025e+18,,,in,,0,0,0,https://x.com/undefined/status/1920254434682044704,1.25901e+18,
1.92016e+18,Wed May 07 22:29:43 +0000 2025,0,@yor_art_taebear Nahhh frrr,bts,1.92024e+18,,yor_art_taebear,in,,0,0,0,https://x.com/undefined/status/1920244683428495798,1.55447e+18,
1.91667e+18,Wed May 07 22:27:58 +0000 2025,0,@Gikselle @Tmesan HAHAH ngga sampe 2 abad tapi memang yeah everything takes time. Anjay. BTW ANJIR KOK BTS. Semoga betah jadi mamahku juga ya.,bts,1.92024e+18,,Gikselle,in,,0,1,0,https://x.com/undefined/status/1920244243487985807,1032154171.0,
1.92003e+18,Wed May 07 22:27:53 +0000 2025,0,@bts_twt_YNG1 Semoga panjang umur sep,bts,1.92024e+18,,bts_twt_YNG1,in,,0,0,0,https://x.com/undefined/status/1920244221124227345,1.91355e+18,
1.92022e+18,Wed May 07 22:26:38 +0000 2025,1,@baepsaejaeger Aga saka yapanzi ‍↔️,bts,1.92024e+18,,baepsaejaeger,in,,0,1,0,https://x.com/undefined/status/1920243907893354749,1.82768e+18,
1.92024e+18,Wed May 07 22:24:26 +0000 2025,0,Mi Alfa ️‍ RUN JIN WICK #RunJin_EP33 #BTSARMY #Jin #Seokjin,bts,1.92024e+18,,,in,,0,0,0,https://x.com/undefined/status/1920243354027135463,1.42211e+18,
1.91999e+18,Wed May 07 22:23:39 +0000 2025,0,@pjmkiyowoo LANGSUNG NANGIS 1 HARI 1 MALAM AKU KAK,bts,1.92024e+18,,pjmkiyowoo,in,,0,0,0,https://x.com/undefined/status/1920243157062565943,1.31265e+18,
1.92024e+18,Wed May 07 22:19:23 +0000 2025,0,HAHAHAHHA BTS ALBUM kangen bgt ih,bts,1.92024e+18,,,in,,0,0,0,https://x.com/undefined/status/1920242083731775778,1.10996e+18,
1.92024e+18,Wed May 07 22:18:15 +0000 2025,0,WKWKWK nunggu bgt bts yg scene di halte ternyata bener mereka ketawa²https://t.co/gnRMnvY8qw,bts,1.92024e+18,https://pbs.twimg.com/amplify_video_thumb/1920054140232933376/img/MbIScoEZxYHPIrP3.jpg,,in,,0,0,0,https://x.com/undefined/status/1920241796237447627,1.65866e+18,
1.92014e+18,Wed May 07 22:17:34 +0000 2025,0,@kaylarr10 Kak keyyyy? Trus gmna keadaannya skrnggg?,bts,1.92024e+18,,kaylarr10,in,,0,1,0,https://x.com/undefined/status/1920241624598097937,1.31265e+18,
1.92024e+18,Wed May 07 22:17:15 +0000 2025,6,bts hadi gel artik,bts,1.92024e+18,,,in,,0,2,0,https://x.com/undefined/status/1920241544927367594,9.4959e+17,
1.92024e+18,Wed May 07 22:17:02 +0000 2025,1,OMG BTS Instagram Story Yg penting jangan Jimin dah yg dapet penghargaan. Kalo yg lain dapet lope lope ungu janda. Kalo Jimin engga dapet lope krn bentar lagi cabut dr grup Ada amin saudara saudara?!! Taik kelen semua!,bts,1.92024e+18,,,in,,0,0,0,https://x.com/undefined/status/1920241489696768313,1.58962e+18,
1.9201e+18,Wed May 07 22:14:02 +0000 2025,1,@spidrgb @juconaspider @spiidergguk AKAKAKAJAJAKAJAKA,bts,1.92024e+18,,spidrgb,in,,0,1,0,https://x.com/undefined/status/1920240734118072701,1.29791e+18,
1.92007e+18,Wed May 07 22:10:14 +0000 2025,0,@astramotor @RP100 SOICHIRO HONDA Ikutan yuk @qila_bts @aulitaesik @seoltaengi,bts,1.92024e+18,,astramotor,in,,0,0,0,https://x.com/undefined/status/1920239780215865513,3279229034.0,
1.92008e+18,Wed May 07 22:10:10 +0000 2025,0,@kaylarr10 SE GRUP KAK AKU JUGA GA SUKA,bts,1.92024e+18,,kaylarr10,in,,0,0,0,https://x.com/undefined/status/1920239762125775310,1.31265e+18,
1.92012e+18,Wed May 07 22:09:06 +0000 2025,0,@GSCinemas Takda kat gsc tempat i huhuhu nak g kl jauh,bts,1.92024e+18,,GSCinemas,in,,0,0,0,https://x.com/undefined/status/1920239495221555398,1.78018e+18,
1.92012e+18,Wed May 07 22:08:24 +0000 2025,32,@kdrama_menfess Subeom jalur baru unlocked ya ini On-going SUNJAE EP 2 BTS Salon drip 2 Pop-up store CGV AAA Baeksang ASEA coming soon kali ya wkwkwk,bts,1.92024e+18,,kdrama_menfess,in,,0,0,2,https://x.com/undefined/status/1920239316451868836,1.31965e+18,
1.92024e+18,Wed May 07 22:07:03 +0000 2025,0,Not following anyone but sania mirza k toh ex sasurali grudges hain yaar,bts,1.92024e+18,,,in,,0,0,0,https://x.com/undefined/status/1920238977514086761,9.06182e+17,
1.91986e+18,Wed May 07 22:06:20 +0000 2025,0,@tanyarlfes Dah tau pemerintah gmpg banar bejanji msh jua kah percaya sidin? Uma heh,bts,1.92024e+18,,tanyarlfes,in,,0,0,0,https://x.com/undefined/status/1920238799067726208,1.85123e+18,
1.92023e+18,Wed May 07 22:06:13 +0000 2025,0,@gucci_vcut Oh alhumdulillah she is safe,bts,1.92024e+18,,gucci_vcut,in,,0,0,0,https://x.com/undefined/status/1920238767270416421,58201862.0,
1.92024e+18,Wed May 07 22:03:02 +0000 2025,10,current bgm @BTS_twt https://t.co/T0DljHFatC,bts,1.92024e+18,https://pbs.twimg.com/media/GqYOQO3XcAASuQr.jpg,,in,,0,0,0,https://x.com/undefined/status/1920237967655797079,1.25669e+18,
1.92024e+18,Wed May 07 22:01:31 +0000 2025,0,Stop tolol deh curut... Ime sma D6 gk ada hubungannya.. gw tau lu benci bngt sama bts n army tapi lu cukup skip ajh... malah fitnah² kita lagi gk semua masalah kita smua anjr yang ikut campur... lu jobless bgt deh... cri kerjaan gih,bts,1.92024e+18,,,in,,0,0,0,https://x.com/undefined/status/1920237585009701012,1.31314e+18,
1.92021e+18,Wed May 07 21:57:59 +0000 2025,1,@wizarddfireball gelim,bts,1.92024e+18,,wizarddfireball,tr,,0,1,0,https://x.com/undefined/status/1920236696785813998,1.28456e+18,
1.92024e+18,Wed May 07 21:57:30 +0000 2025,1,A beleza em pessoa Lan WangJi. #modaozushi #TheUntamed #WeiWuXian #LanWangJi https://t.co/RmjBaVM15r,bts,1.92024e+18,https://pbs.twimg.com/media/GqYM_JyXwAAQkoW.jpg,,in,,0,0,1,https://x.com/undefined/status/1920236573385167258,1.25349e+18,
1.92024e+18,Wed May 07 21:56:01 +0000 2025,0,I m seeing SEOKJIN #RUNSEOKJIN_EP.TOUR https://t.co/aNSbvB8wwd,bts,1.92024e+18,https://pbs.twimg.com/tweet_video_thumb/GqYMpdWW4AAtR9D.jpg,,in,,0,0,0,https://x.com/undefined/status/1920236203644744149,1.44254e+18,
1.92018e+18,Wed May 07 21:49:27 +0000 2025,1,@b_turkey36 Kdndlsndlsmmdmxld,bts,1.92023e+18,,b_turkey36,in,,0,0,0,https://x.com/undefined/status/1920234548534600089,1.51577e+18,
1.92023e+18,Wed May 07 21:49:03 +0000 2025,2,di bola bisa kok multi fandom misal demen barca sm city contohnya. tapi di kpop jg agak konyol jg kalo misalnya ngefans bts trs ngefans jg sm group yg dianggep rival sm army contohnya gitu.,bts,1.92023e+18,,,in,,0,2,0,https://x.com/undefined/status/1920234450819903983,1.36011e+18,
1.92023e+18,Wed May 07 21:35:16 +0000 2025,0, Counting down to Kim Seokjin #SeokjinCountdown https://t.co/zHIM7K3P0G,bts,1.92023e+18,https://pbs.twimg.com/media/GqYH5MpbMAIexh-.jpg,BTSSparkVibes,in,,0,1,0,https://x.com/undefined/status/1920230981061013908,1.89755e+18,
1.91993e+18,Wed May 07 21:35:13 +0000 2025,0,@minyoongibe COMO ASSIM 18 JSJABAGAKN?!!,bts,1.92023e+18,,minyoongibe,in,,0,0,0,https://x.com/undefined/status/1920230965990895832,498129745.0,
1.92023e+18,Wed May 07 21:32:33 +0000 2025,0, Sketching the 'Echo' for Kim Seokjin #SeokjinEcho https://t.co/MzNW0AGVVE,bts,1.92023e+18,https://pbs.twimg.com/media/GqYHRLobMAAk834.jpg,BTSSparkVibes,in,,0,1,0,https://x.com/undefined/status/1920230294768026019,1.89755e+18,
1.92023e+18,Wed May 07 21:32:02 +0000 2025,0, KIM SEOKJIN looking amazing! #Seokjin https://t.co/CS25DOziIv,bts,1.92023e+18,https://pbs.twimg.com/media/GqYHJoeasAA71n9.jpg,BTSSparkVibes,in,,0,1,0,https://x.com/undefined/status/1920230165373706726,1.89755e+18,
1.91988e+18,Wed May 07 21:28:28 +0000 2025,0,@NanaKim9592 Iya kan??? Aku jg jd ngarep huhu.. Tapi yakin pak/bu produser seorang BTS JIN cuma dijadiin cameo?? Wkwk Aku menyayangkan talenta dia gak tersalurkan hiks,bts,1.92023e+18,,NanaKim9592,in,,0,1,0,https://x.com/undefined/status/1920229268916769060,3018314503.0,
1.92016e+18,Wed May 07 21:27:00 +0000 2025,1,@baepsaejaeger HARİKASINNN,bts,1.92023e+18,,baepsaejaeger,in,,0,1,0,https://x.com/undefined/status/1920228899927028141,1.50166e+18,
1.92022e+18,Wed May 07 21:26:15 +0000 2025,1,@skjinamorzao YOONGI ,bts,1.92023e+18,,skjinamorzao,in,,0,1,0,https://x.com/undefined/status/1920228710839418908,1.27099e+18,
1.9202e+18,Wed May 07 21:21:42 +0000 2025,0,@mybtspav @jnflesch ndsiuahuihasfuiahfuiahfsuahf,bts,1.92023e+18,,mybtspav,in,,0,0,0,https://x.com/undefined/status/1920227567648346485,67927471.0,
1.9202e+18,Wed May 07 21:18:12 +0000 2025,0,@Taeyonce95 Loutakh ?,bts,1.92023e+18,,Taeyonce95,in,,0,0,0,https://x.com/undefined/status/1920226685007323544,1.20903e+18,
1.92022e+18,Wed May 07 21:16:23 +0000 2025,1,@BurnDollar_ Herhhhh,bts,1.92023e+18,,BurnDollar_,tr,,0,0,0,https://x.com/undefined/status/1920226229325631938,1.7426e+18,
1.92022e+18,Wed May 07 21:14:55 +0000 2025,7,umuwi na kayong lahat at tinalo niya ang bts hahahaahsgsjkal,bts,1.92023e+18,,rabinsloverr,tl,,0,1,0,https://x.com/undefined/status/1920225859279204550,1.28989e+18,
1.92021e+18,Wed May 07 20:30:44 +0000 2025,3,Ciktim,bts,1.92021e+18,,,tr,,0,1,0,https://x.com/undefined/status/1920214738765598853,1.82768e+18,
1.92021e+18,Wed May 07 20:30:30 +0000 2025,5,Lbh ngebela sektenya trshkkrs dibanding Jimin BTS. Kocak lo armys fandom superior yg egonya setinggi langit. Demi ngalahin jimin BTS kebuka semua topeng busuknya ni army2. Stlh AMA selesai masih punya muka lu didepan JM? Jgn dipake lg topengnya. DISGUSTING!!,bts,1.92021e+18,,,in,,0,0,1,https://x.com/undefined/status/1920214679223193733,1.14118e+18,
1.92021e+18,Wed May 07 20:29:52 +0000 2025,0,AKH THUUUUUUUUU,bts,1.92021e+18,,,in,,0,0,0,https://x.com/undefined/status/1920214520112280013,1.67974e+18,
1.92021e+18,Wed May 07 20:29:10 +0000 2025,0,@always_seven_07 us mgr mera kl ppr h,bts,1.92021e+18,,always_seven_07,in,,0,1,0,https://x.com/undefined/status/1920214347420233992,1.81038e+18,
1.92021e+18,Wed May 07 20:27:30 +0000 2025,0,@Minimini130 mera kl ppr h,bts,1.92021e+18,,Minimini130,in,,0,1,0,https://x.com/undefined/status/1920213926622490999,1.81038e+18,
1.92021e+18,Wed May 07 20:27:21 +0000 2025,0,KASIHAN ARSENAL WOIII HUHUHU,bts,1.92021e+18,,,in,,0,0,0,https://x.com/undefined/status/1920213889402425629,1.5273e+18,
1.92021e+18,Wed May 07 20:20:33 +0000 2025,0,BTS NUNCA HA SIDO UNA ETAPA https://t.co/xC1234uZvK,bts,1.92021e+18,https://pbs.twimg.com/media/GqX2y_cXYAI47Ie.jpg,,in,,0,0,0,https://x.com/undefined/status/1920212176721064429,1.48036e+18,
1.92021e+18,Wed May 07 20:20:29 +0000 2025,3,@BaebookJoh jk tae e hobi https://t.co/g8qZhDWf1N,bts,1.92021e+18,https://pbs.twimg.com/media/GqX2x4YXEAA4VIa.jpg,BaebookJoh,in,,0,1,0,https://x.com/undefined/status/1920212158350045295,2648353866.0,
1.92021e+18,Wed May 07 20:20:06 +0000 2025,0,Yoongi nos seus tempos de selfie,bts,1.92021e+18,,,in,,0,0,0,https://x.com/undefined/status/1920212063030247714,1.6913e+18,
1.92016e+18,Wed May 07 20:15:30 +0000 2025,1,@WORLDMUSICAWARD @BTS_twt KINGSEOKJIN #JinWick #RunJin #진 #Jin @BTS_twt,bts,1.92021e+18,,WORLDMUSICAWARD,in,,0,0,0,https://x.com/undefined/status/1920210908178940016,1.84404e+18,
1.9202e+18,Wed May 07 20:10:42 +0000 2025,1,@underhobisbed Tu jake so ja https://t.co/DwXp5ASbdB,bts,1.92021e+18,https://pbs.twimg.com/tweet_video_thumb/GqX0iVebMAAcVFB.jpg,underhobisbed,in,,0,1,0,https://x.com/undefined/status/1920209697136853357,1.81039e+18,
1.92021e+18,Wed May 07 20:10:02 +0000 2025,0,HOTEL BANGKOK #JHOPE #BTS,bts,1.92021e+18,,,in,,0,0,0,https://x.com/undefined/status/1920209531914891652,9.60935e+17,
1.92018e+18,Wed May 07 20:07:57 +0000 2025,0,@Foxtales_000s Ganda naman po naming spy haha,bts,1.92021e+18,,Foxtales_000s,tl,,0,0,0,https://x.com/undefined/status/1920209005001019498,1.47081e+18,
1.92021e+18,Wed May 07 20:05:07 +0000 2025,1,Jir jadul bgt ini bts jaman rookie taehyung rambut oren eyelinernya masih tebel. Tp enak bgt sama boy in luv,bts,1.92021e+18,,,in,,0,0,0,https://x.com/undefined/status/1920208294335164887,1.86195e+18,
1.92021e+18,Wed May 07 20:04:17 +0000 2025,0,Yoongiiiiiiiiiiii,bts,1.92021e+18,,,in,,0,0,0,https://x.com/undefined/status/1920208083344667032,1.4727e+18,
1.91983e+18,Wed May 07 20:03:06 +0000 2025,1,@AgustGee3275 Bwahahahaha Kim Seokjin!!! ,bts,1.92021e+18,,AgustGee3275,in,,0,0,0,https://x.com/undefined/status/1920207786346229944,361639565.0,
1.92021e+18,Wed May 07 19:57:21 +0000 2025,1,Wah Chan... https://t.co/SDaNZBIEFa,bts,1.92021e+18,https://pbs.twimg.com/tweet_video_thumb/GqXxfE6XYAA5Jdh.jpg,,in,,0,1,0,https://x.com/undefined/status/1920206340577804576,1.89239e+18,
1.9201e+18,Wed May 07 19:20:42 +0000 2025,1,@HonHonii Omegaa o beta (casi pongo BTS ),bts,1.9202e+18,,HonHonii,in,,0,2,0,https://x.com/undefined/status/1920197114644050287,1.87198e+18,
1.9202e+18,Wed May 07 19:15:18 +0000 2025,0,PSG/Draw + BTS,bts,1.9202e+18,,,fr,,0,0,0,https://x.com/undefined/status/1920195758042607849,28773568.0,
1.92008e+18,Wed May 07 19:13:30 +0000 2025,1,@thvk0_ Sudah aku follow yaa jd mari kita mutualan sapa tau bisa ketemu pas nonton konser bts ot7 nanti anyway aku mau doong freebies kamu yg kiyowo ituuu,bts,1.9202e+18,,thvk0_,in,,0,0,0,https://x.com/undefined/status/1920195304797975037,928995565.0,
1.92019e+18,Wed May 07 19:12:12 +0000 2025,0,jungkook? akshjashajaj,bts,1.92019e+18,,,in,,1,0,0,https://x.com/undefined/status/1920194975540633730,1.87273e+18,
1.92008e+18,Wed May 07 19:09:28 +0000 2025,0,@BTS_FFLOP @wearelloud @LouisVuitton APOLOGIZE TO LISA #LLOUD_TAKE_LEGAL_ACTION @wearelloud @LouisVuitton akk,bts,1.92019e+18,,BTS_FFLOP,in,,0,0,0,https://x.com/undefined/status/1920194288345911457,1.8817e+18,
1.92018e+18,Wed May 07 19:05:24 +0000 2025,1,@jinin_rjsi HADDI BAKIM,bts,1.92019e+18,,jinin_rjsi,tr,,0,0,0,https://x.com/undefined/status/1920193266865099176,1.82768e+18,
1.92016e+18,Wed May 07 19:04:25 +0000 2025,0,@suemi_bts SUMI OMG YASSSSSSS,bts,1.92019e+18,,suemi_bts,in,,0,0,0,https://x.com/undefined/status/1920193015613645124,1.40775e+18,
1.92007e+18,Wed May 07 19:01:10 +0000 2025,0,@bts_bighit PLIS SIAPA PUN ITU BANTUIN GUE ITU FOTO JIN YG SEBELAH KANAN MIRIP KAYAK FOTO TAEHYUNG ITU LOH YG BAJU ITEM JUGA BULU² GITU TRS WARNANYA KEK ADA KUNING²NYA ITU GUE LUPA ITU FOTO TAEHYUNG YG APA YA PLIS KLO ADA YG PUNYA FOTONYA BOLEH DONG DRO,bts,1.92019e+18,,bts_bighit,in,,0,0,0,https://x.com/undefined/status/1920192198727159991,9.61985e+17,
1.9156e+18,Wed May 07 18:59:35 +0000 2025,0,@jackseokie Bts pond masih ada kah kak,bts,1.92019e+18,,jackseokie,in,,0,1,0,https://x.com/undefined/status/1920191802562539970,1.14343e+18,
1.92017e+18,Wed May 07 18:58:27 +0000 2025,0,@vmincuntmies @kookoogkie ss share kero werna complin ajaye gi mujhe tumhari,bts,1.92019e+18,,vmincuntmies,in,,0,1,0,https://x.com/undefined/status/1920191517022417120,1.67974e+18,
1.92019e+18,Wed May 07 18:57:57 +0000 2025,2,mi gugu https://t.co/gcaFIFbprQ,bts,1.92019e+18,https://pbs.twimg.com/media/GqXj45PXoAAhGmf.jpg,,in,,0,0,0,https://x.com/undefined/status/1920191390366965792,1.87273e+18,
1.91896e+18,Wed May 07 18:51:48 +0000 2025,0,@hopeeworld94 ga mampu atau takut tersaingi oleh kim seokjin bts bang ren?️,bts,1.92019e+18,,hopeeworld94,in,,0,0,0,https://x.com/undefined/status/1920189842064900204,8.50161e+17,
1.92019e+18,Wed May 07 18:51:21 +0000 2025,1,Hagan stream por favor https://t.co/zpRaa5ghSe https://t.co/sCh0CGXeyk,bts,1.92019e+18,https://pbs.twimg.com/media/GqXiYmcXAAAiLue.jpg,,in,,0,0,0,https://x.com/undefined/status/1920189731251343698,1.52918e+18,
1.92019e+18,Wed May 07 18:50:20 +0000 2025,0,h***ktr ordan deli,bts,1.92019e+18,,,in,,0,0,0,https://x.com/undefined/status/1920189472349581454,1.55402e+18,
1.92019e+18,Wed May 07 18:50:13 +0000 2025,4,Cok az kaldi ‍️ https://t.co/zzEUd0t6g5,bts,1.92019e+18,https://pbs.twimg.com/media/GqXiHpvXkAEPDIE.jpg,,tr,,0,0,0,https://x.com/undefined/status/1920189443543040280,1.08612e+18,
1.92019e+18,Wed May 07 18:49:44 +0000 2025,0,bulan depan bts udah kumpul semua ,bts,1.92019e+18,,,in,,0,0,0,https://x.com/undefined/status/1920189323347206386,1.25416e+18,
1.92019e+18,Wed May 07 18:49:37 +0000 2025,240,Mau cari mutualan yang ot7 sambil nunggu bts festa. Army only yaa bantu RT guiseee,bts,1.92019e+18,,,in,,1,132,72,https://x.com/undefined/status/1920189291390791977,8.37064e+17,
1.92019e+18,Wed May 07 18:49:31 +0000 2025,2,Jungkook (BTS) x Yuga (1OR8) My dream Collab https://t.co/wJktaMrXRY,bts,1.92019e+18,https://pbs.twimg.com/media/GqXh9dvW8AEy2Ci.jpg,,in,,0,0,0,https://x.com/undefined/status/1920189268028248229,1.90812e+18,
1.92019e+18,Wed May 07 18:48:48 +0000 2025,0,@moontaeternal BAFTA ,bts,1.92019e+18,,moontaeternal,in,,0,0,0,https://x.com/undefined/status/1920189086729412923,1.50917e+18,
1.92011e+18,Wed May 07 18:48:28 +0000 2025,0,@Jhope_Indonesia @BTS_twt Kak ada lebihan banner ga? Bagiin online aja please Makasi banyak,bts,1.92019e+18,,Jhope_Indonesia,in,,0,0,0,https://x.com/undefined/status/1920189003074023665,9.99132e+17,
1.92017e+18,Wed May 07 18:23:25 +0000 2025,0,@iluvteyung Sut yok,bts,1.92018e+18,,iluvteyung,in,,0,1,0,https://x.com/undefined/status/1920182698296983742,1.82768e+18,
1.9198e+18,Wed May 07 18:21:27 +0000 2025,1,@wewereonly_7 BALIMMMMM,bts,1.92018e+18,,wewereonly_7,tr,,0,1,0,https://x.com/undefined/status/1920182206678311307,1.72963e+18,
1.92018e+18,Wed May 07 18:20:22 +0000 2025,0,@Minimini130 Mini Meri bachi,bts,1.92018e+18,,Minimini130,in,,0,2,0,https://x.com/undefined/status/1920181931037110389,1.67833e+18,
1.92018e+18,Wed May 07 18:19:32 +0000 2025,0,@rmvsjk KYA HUA,bts,1.92018e+18,,rmvsjk,hi,,0,0,0,https://x.com/undefined/status/1920181721036697657,1.28654e+18,
1.53676e+18,Wed May 07 18:18:43 +0000 2025,0,Menurut artikel New1 BTS rebut kembali puncak ketenaran lewat kejayaan Superstar (Star1 Pick) 21 April - 4 Mei 2025 #/1 BTS 'Daechwita' Agust D berada di peringkat #/3 di Tangga Lagu Tiktok Korea 'Sweet Dreams' j-hope melampaui 90jt Stream di Spo https://t.co/6Itj8kC7yQ,bts,1.92018e+18,https://pbs.twimg.com/media/GqXa6PvbMAAHelZ.jpg,Devitapebrilian,in,,0,1,0,https://x.com/undefined/status/1920181518477242445,1634733768.0,
1.92018e+18,Wed May 07 18:18:19 +0000 2025,0,Gambaran kalau BTS debut aktor #BTS #ARMY #ot7 #dark #debutaktor https://t.co/WwMddvmk2R,bts,1.92018e+18,https://pbs.twimg.com/ext_tw_video_thumb/1920181306669096960/pu/img/0YBn6xrR4xktyaLK.jpg,,in,,0,0,0,https://x.com/undefined/status/1920181416681484541,1.80113e+18,
1.92018e+18,Wed May 07 18:17:45 +0000 2025,0,@kohlimanan2742 Sialkot tandoori ban gayi,bts,1.92018e+18,,kohlimanan2742,in,,0,0,0,https://x.com/undefined/status/1920181274561687826,1.73597e+18,
1.92014e+18,Wed May 07 18:13:37 +0000 2025,0,ngga jd malah nonton run bts (((kangen poll)),bts,1.92018e+18,,jkseolya,in,,0,0,0,https://x.com/undefined/status/1920180232063234368,1.41064e+18,
1.92018e+18,Wed May 07 18:09:13 +0000 2025,2,KİM SEOKJİN https://t.co/DiMOMyGP2w,bts,1.92018e+18,https://pbs.twimg.com/media/GqXYvRjWsAAAAlx.jpg,,in,,0,0,1,https://x.com/undefined/status/1920179125630722128,1.39434e+18,
